price,trade_size
7.0,8597
7.14,8539
7.28,8482
7.42,8424
7.56,8367
7.7,8311
7.84,8255
7.98,8199
8.12,8144
8.26,8089
8.4,8035
8.54,7981
8.68,7928
8.82,7875
8.96,7823
9.11,7772
9.25,7721
9.39,7670
9.53,7621
9.67,7571
9.81,7523
9.95,7475
10.09,7427
10.23,7380
10.37,7334
10.51,7288
10.65,7243
10.79,7198
10.93,7154
11.07,7111
11.21,7067
11.35,7025
11.49,6983
11.63,6942
11.77,6901
11.91,6860
12.05,6820
12.19,6781
12.33,6742
12.47,6703
12.61,6665
12.75,6628
12.89,6591
13.04,6554
13.18,6518
13.32,6482
13.46,6446
13.6,6412
13.74,6377
13.88,6343
14.02,6309
14.16,6276
14.3,6243
14.44,6210
14.58,6178
14.72,6146
14.86,6114
15.0,6083
