price,trade_size
7.0,7564
7.17,7521
7.33,7477
7.5,7434
7.67,7390
7.83,7346
8.0,7302
8.17,7259
8.33,7215
8.5,7171
8.67,7128
8.83,7085
9.0,7041
9.17,6998
9.33,6956
9.5,6913
9.67,6871
9.83,6829
10.0,6787
10.17,6745
10.33,6704
10.5,6663
10.67,6623
10.83,6583
11.0,6543
11.17,6503
11.33,6464
11.5,6425
11.67,6387
11.83,6349
12.0,6311
12.17,6274
12.33,6237
12.5,6200
12.67,6164
12.83,6128
13.0,6092
13.17,6057
13.33,6023
13.5,5988
13.67,5954
13.83,5921
14.0,5888
14.17,5855
14.33,5822
14.5,5790
14.67,5758
14.83,5727
15.0,5696
