price,trade_size
7.0,7781
7.16,7739
7.31,7696
7.47,7654
7.63,7611
7.78,7568
7.94,7526
8.1,7483
8.25,7441
8.41,7398
8.57,7356
8.73,7314
8.88,7272
9.04,7230
9.2,7188
9.35,7146
9.51,7105
9.67,7064
9.82,7023
9.98,6983
10.14,6942
10.29,6902
10.45,6863
10.61,6823
10.76,6784
10.92,6745
11.08,6707
11.24,6669
11.39,6631
11.55,6593
11.71,6556
11.86,6519
12.02,6483
12.18,6447
12.33,6411
12.49,6375
12.65,6340
12.8,6306
12.96,6271
13.12,6237
13.27,6203
13.43,6170
13.59,6137
13.75,6104
13.9,6071
14.06,6039
14.22,6008
14.37,5976
14.53,5945
14.69,5914
14.84,5884
15.0,5853
