price,trade_size
7.0,8053
7.16,7988
7.32,7923
7.48,7858
7.64,7795
7.8,7732
7.96,7669
8.12,7608
8.28,7547
8.44,7486
8.6,7427
8.76,7368
8.92,7310
9.08,7253
9.24,7197
9.4,7141
9.56,7086
9.72,7033
9.88,6979
10.04,6927
10.2,6876
10.36,6825
10.52,6775
10.68,6726
10.84,6677
11.0,6630
11.16,6583
11.32,6537
11.48,6491
11.64,6446
11.8,6402
11.96,6359
12.12,6316
12.28,6274
12.44,6232
12.6,6191
12.76,6151
12.92,6111
13.08,6072
13.24,6034
13.4,5996
13.56,5958
13.72,5921
13.88,5885
14.04,5849
14.2,5814
14.36,5779
14.52,5744
14.68,5710
14.84,5677
15.0,5643
