price,trade_size
7.0,10591
7.1,10547
7.21,10503
7.31,10459
7.42,10415
7.52,10371
7.62,10327
7.73,10284
7.83,10240
7.94,10197
8.04,10154
8.14,10111
8.25,10068
8.35,10026
8.45,9983
8.56,9941
8.66,9899
8.77,9857
8.87,9815
8.97,9773
9.08,9732
9.18,9691
9.29,9650
9.39,9609
9.49,9569
9.6,9528
9.7,9488
9.81,9448
9.91,9409
10.01,9369
10.12,9330
10.22,9291
10.32,9252
10.43,9214
10.53,9176
10.64,9138
10.74,9100
10.84,9062
10.95,9025
11.05,8988
11.16,8951
11.26,8914
11.36,8878
11.47,8841
11.57,8805
11.68,8770
11.78,8734
11.88,8699
11.99,8664
12.09,8629
12.19,8594
12.3,8560
12.4,8526
12.51,8492
12.61,8458
12.71,8425
12.82,8391
12.92,8358
13.03,8326
13.13,8293
13.23,8261
13.34,8229
13.44,8197
13.55,8165
13.65,8133
13.75,8102
13.86,8071
13.96,8040
14.06,8009
14.17,7979
14.27,7949
14.38,7919
14.48,7889
14.58,7859
14.69,7829
14.79,7800
14.9,7771
15.0,7742
