price,trade_size
7.0,8470
7.14,8428
7.28,8385
7.42,8343
7.56,8301
7.7,8258
7.84,8216
7.98,8173
8.12,8131
8.26,8089
8.4,8047
8.54,8005
8.68,7964
8.82,7922
8.96,7881
9.11,7839
9.25,7798
9.39,7758
9.53,7717
9.67,7677
9.81,7636
9.95,7597
10.09,7557
10.23,7517
10.37,7478
10.51,7439
10.65,7401
10.79,7363
10.93,7325
11.07,7287
11.21,7249
11.35,7212
11.49,7175
11.63,7139
11.77,7102
11.91,7066
12.05,7031
12.19,6995
12.33,6960
12.47,6925
12.61,6891
12.75,6857
12.89,6823
13.04,6789
13.18,6756
13.32,6723
13.46,6690
13.6,6658
13.74,6625
13.88,6593
14.02,6562
14.16,6531
14.3,6500
14.44,6469
14.58,6438
14.72,6408
14.86,6378
15.0,6348
