price,trade_size
7.0,8856
7.14,8814
7.28,8772
7.41,8730
7.55,8689
7.69,8647
7.83,8605
7.97,8563
8.1,8522
8.24,8480
8.38,8439
8.52,8397
8.66,8356
8.79,8315
8.93,8274
9.07,8233
9.21,8193
9.34,8152
9.48,8112
9.62,8072
9.76,8032
9.9,7992
10.03,7953
10.17,7913
10.31,7874
10.45,7835
10.59,7797
10.72,7758
10.86,7720
11.0,7682
11.14,7645
11.28,7607
11.41,7570
11.55,7533
11.69,7497
11.83,7460
11.97,7424
12.1,7388
12.24,7353
12.38,7318
12.52,7283
12.66,7248
12.79,7213
12.93,7179
13.07,7145
13.21,7111
13.34,7078
13.48,7045
13.62,7012
13.76,6979
13.9,6947
14.03,6915
14.17,6883
14.31,6851
14.45,6820
14.59,6789
14.72,6758
14.86,6727
15.0,6697
