price,trade_size
7.0,7879
7.17,7825
7.33,7771
7.5,7717
7.67,7664
7.83,7610
8.0,7557
8.17,7504
8.33,7452
8.5,7400
8.67,7348
8.83,7296
9.0,7245
9.17,7194
9.33,7144
9.5,7095
9.67,7045
9.83,6997
10.0,6948
10.17,6901
10.33,6853
10.5,6807
10.67,6761
10.83,6715
11.0,6670
11.17,6625
11.33,6581
11.5,6538
11.67,6495
11.83,6453
12.0,6411
12.17,6370
12.33,6329
12.5,6289
12.67,6249
12.83,6210
13.0,6171
13.17,6133
13.33,6095
13.5,6058
13.67,6021
13.83,5985
14.0,5949
14.17,5913
14.33,5878
14.5,5844
14.67,5810
14.83,5776
15.0,5743
