price,trade_size
7.0,7825
7.16,7781
7.32,7737
7.48,7694
7.64,7650
7.8,7606
7.96,7562
8.12,7519
8.28,7475
8.44,7431
8.6,7388
8.76,7345
8.92,7301
9.08,7259
9.24,7216
9.4,7173
9.56,7131
9.72,7089
9.88,7047
10.04,7006
10.2,6964
10.36,6923
10.52,6883
10.68,6842
10.84,6803
11.0,6763
11.16,6724
11.32,6685
11.48,6646
11.64,6608
11.8,6570
11.96,6532
12.12,6495
12.28,6458
12.44,6421
12.6,6385
12.76,6350
12.92,6314
13.08,6279
13.24,6244
13.4,6210
13.56,6176
13.72,6142
13.88,6109
14.04,6076
14.2,6043
14.36,6011
14.52,5979
14.68,5947
14.84,5916
15.0,5885
