price,trade_size
7.0,10335
7.12,10290
7.24,10245
7.35,10201
7.47,10156
7.59,10112
7.71,10067
7.82,10023
7.94,9979
8.06,9935
8.18,9891
8.29,9847
8.41,9803
8.53,9760
8.65,9717
8.76,9673
8.88,9630
9.0,9588
9.12,9545
9.24,9502
9.35,9460
9.47,9418
9.59,9376
9.71,9334
9.82,9293
9.94,9252
10.06,9211
10.18,9170
10.29,9129
10.41,9089
10.53,9049
10.65,9009
10.76,8969
10.88,8929
11.0,8890
11.12,8851
11.24,8812
11.35,8774
11.47,8736
11.59,8698
11.71,8660
11.82,8622
11.94,8585
12.06,8548
12.18,8511
12.29,8474
12.41,8438
12.53,8402
12.65,8366
12.76,8330
12.88,8295
13.0,8260
13.12,8225
13.24,8190
13.35,8156
13.47,8121
13.59,8087
13.71,8054
13.82,8020
13.94,7987
14.06,7954
14.18,7921
14.29,7888
14.41,7856
14.53,7824
14.65,7792
14.76,7760
14.88,7729
15.0,7697
