price,trade_size
7.0,7894
7.16,7841
7.33,7788
7.49,7736
7.65,7683
7.82,7631
7.98,7579
8.14,7527
8.31,7475
8.47,7424
8.63,7373
8.8,7322
8.96,7272
9.12,7222
9.29,7173
9.45,7124
9.61,7075
9.78,7027
9.94,6980
10.1,6933
10.27,6886
10.43,6840
10.59,6794
10.76,6749
10.92,6705
11.08,6661
11.24,6618
11.41,6575
11.57,6532
11.73,6490
11.9,6449
12.06,6408
12.22,6368
12.39,6328
12.55,6289
12.71,6250
12.88,6211
13.04,6174
13.2,6136
13.37,6099
13.53,6063
13.69,6027
13.86,5991
14.02,5956
14.18,5921
14.35,5887
14.51,5853
14.67,5820
14.84,5787
15.0,5754
