price,trade_size
7.0,10855
7.1,10810
7.21,10765
7.31,10720
7.41,10675
7.51,10631
7.62,10586
7.72,10542
7.82,10497
7.92,10453
8.03,10409
8.13,10365
8.23,10322
8.33,10278
8.44,10235
8.54,10192
8.64,10149
8.74,10106
8.85,10063
8.95,10021
9.05,9979
9.15,9937
9.26,9895
9.36,9854
9.46,9812
9.56,9771
9.67,9730
9.77,9690
9.87,9649
9.97,9609
10.08,9569
10.18,9529
10.28,9490
10.38,9450
10.49,9411
10.59,9372
10.69,9334
10.79,9295
10.9,9257
11.0,9219
11.1,9182
11.21,9144
11.31,9107
11.41,9070
11.51,9033
11.62,8997
11.72,8960
11.82,8924
11.92,8888
12.03,8853
12.13,8817
12.23,8782
12.33,8747
12.44,8713
12.54,8678
12.64,8644
12.74,8610
12.85,8576
12.95,8543
13.05,8509
13.15,8476
13.26,8443
13.36,8411
13.46,8378
13.56,8346
13.67,8314
13.77,8282
13.87,8250
13.97,8219
14.08,8188
14.18,8157
14.28,8126
14.38,8095
14.49,8065
14.59,8035
14.69,8005
14.79,7975
14.9,7945
15.0,7916
