price,trade_size
7.0,10686
7.11,10641
7.21,10596
7.32,10551
7.42,10506
7.53,10461
7.63,10416
7.74,10371
7.84,10327
7.95,10283
8.05,10238
8.16,10194
8.26,10150
8.37,10107
8.47,10063
8.58,10020
8.68,9977
8.79,9934
8.89,9891
9.0,9849
9.11,9806
9.21,9764
9.32,9722
9.42,9681
9.53,9639
9.63,9598
9.74,9557
9.84,9516
9.95,9476
10.05,9435
10.16,9395
10.26,9355
10.37,9316
10.47,9276
10.58,9237
10.68,9198
10.79,9160
10.89,9121
11.0,9083
11.11,9045
11.21,9008
11.32,8970
11.42,8933
11.53,8896
11.63,8859
11.74,8823
11.84,8787
11.95,8750
12.05,8715
12.16,8679
12.26,8644
12.37,8609
12.47,8574
12.58,8539
12.68,8505
12.79,8471
12.89,8437
13.0,8403
13.11,8370
13.21,8337
13.32,8304
13.42,8271
13.53,8238
13.63,8206
13.74,8174
13.84,8142
13.95,8110
14.05,8079
14.16,8048
14.26,8017
14.37,7986
14.47,7955
14.58,7925
14.68,7894
14.79,7864
14.89,7835
15.0,7805
