price,trade_size
7.0,8400
7.15,8348
7.3,8295
7.45,8243
7.6,8191
7.75,8139
7.91,8087
8.06,8036
8.21,7984
8.36,7934
8.51,7883
8.66,7833
8.81,7783
8.96,7733
9.11,7684
9.26,7635
9.42,7587
9.57,7539
9.72,7492
9.87,7445
10.02,7398
10.17,7352
10.32,7306
10.47,7261
10.62,7216
10.77,7172
10.92,7128
11.08,7085
11.23,7042
11.38,7000
11.53,6958
11.68,6916
11.83,6875
11.98,6835
12.13,6795
12.28,6755
12.43,6716
12.58,6677
12.74,6639
12.89,6601
13.04,6564
13.19,6527
13.34,6490
13.49,6454
13.64,6418
13.79,6383
13.94,6348
14.09,6314
14.25,6279
14.4,6246
14.55,6212
14.7,6179
14.85,6147
15.0,6114
