price,trade_size
7.0,7622
7.18,7566
7.36,7510
7.53,7454
7.71,7399
7.89,7344
8.07,7288
8.24,7234
8.42,7179
8.6,7125
8.78,7072
8.96,7018
9.13,6966
9.31,6913
9.49,6862
9.67,6811
9.84,6760
10.02,6710
10.2,6661
10.38,6612
10.56,6563
10.73,6516
10.91,6469
11.09,6422
11.27,6377
11.44,6331
11.62,6287
11.8,6243
11.98,6200
12.16,6157
12.33,6115
12.51,6073
12.69,6032
12.87,5992
13.04,5952
13.22,5912
13.4,5874
13.58,5835
13.76,5798
13.93,5761
14.11,5724
14.29,5688
14.47,5652
14.64,5617
14.82,5582
15.0,5548
