price,trade_size
7.0,11734
7.08,11692
7.17,11650
7.25,11608
7.34,11567
7.42,11525
7.51,11484
7.59,11442
7.67,11401
7.76,11360
7.84,11319
7.93,11278
8.01,11237
8.09,11196
8.18,11156
8.26,11116
8.35,11075
8.43,11035
8.52,10996
8.6,10956
8.68,10916
8.77,10877
8.85,10838
8.94,10799
9.02,10760
9.11,10721
9.19,10682
9.27,10644
9.36,10606
9.44,10568
9.53,10530
9.61,10492
9.69,10455
9.78,10417
9.86,10380
9.95,10343
10.03,10307
10.12,10270
10.2,10234
10.28,10197
10.37,10161
10.45,10125
10.54,10090
10.62,10054
10.71,10019
10.79,9984
10.87,9949
10.96,9914
11.04,9879
11.13,9845
11.21,9811
11.29,9777
11.38,9743
11.46,9709
11.55,9676
11.63,9642
11.72,9609
11.8,9576
11.88,9543
11.97,9511
12.05,9478
12.14,9446
12.22,9414
12.31,9382
12.39,9350
12.47,9319
12.56,9287
12.64,9256
12.73,9225
12.81,9194
12.89,9164
12.98,9133
13.06,9103
13.15,9072
13.23,9042
13.32,9012
13.4,8983
13.48,8953
13.57,8924
13.65,8895
13.74,8866
13.82,8837
13.91,8808
13.99,8779
14.07,8751
14.16,8723
14.24,8695
14.33,8667
14.41,8639
14.49,8611
14.58,8584
14.66,8556
14.75,8529
14.83,8502
14.92,8475
15.0,8448
