price,trade_size
7.0,8688
7.14,8646
7.28,8605
7.42,8563
7.56,8522
7.7,8480
7.84,8439
7.98,8398
8.12,8356
8.26,8315
8.4,8274
8.54,8233
8.68,8192
8.82,8151
8.96,8110
9.11,8070
9.25,8030
9.39,7989
9.53,7949
9.67,7909
9.81,7870
9.95,7830
10.09,7791
10.23,7752
10.37,7713
10.51,7675
10.65,7637
10.79,7599
10.93,7561
11.07,7523
11.21,7486
11.35,7449
11.49,7412
11.63,7375
11.77,7339
11.91,7303
12.05,7267
12.19,7232
12.33,7197
12.47,7162
12.61,7127
12.75,7093
12.89,7058
13.04,7025
13.18,6991
13.32,6958
13.46,6925
13.6,6892
13.74,6859
13.88,6827
14.02,6795
14.16,6763
14.3,6732
14.44,6701
14.58,6670
14.72,6639
14.86,6608
15.0,6578
