price,trade_size
7.0,10425
7.1,10383
7.2,10341
7.3,10299
7.41,10257
7.51,10215
7.61,10173
7.71,10132
7.81,10090
7.91,10049
8.01,10008
8.11,9966
8.22,9926
8.32,9885
8.42,9844
8.52,9804
8.62,9763
8.72,9723
8.82,9683
8.92,9643
9.03,9604
9.13,9564
9.23,9525
9.33,9486
9.43,9447
9.53,9409
9.63,9370
9.73,9332
9.84,9294
9.94,9256
10.04,9219
10.14,9181
10.24,9144
10.34,9107
10.44,9070
10.54,9034
10.65,8997
10.75,8961
10.85,8925
10.95,8889
11.05,8854
11.15,8819
11.25,8784
11.35,8749
11.46,8714
11.56,8680
11.66,8645
11.76,8611
11.86,8578
11.96,8544
12.06,8511
12.16,8478
12.27,8445
12.37,8412
12.47,8379
12.57,8347
12.67,8315
12.77,8283
12.87,8252
12.97,8220
13.08,8189
13.18,8158
13.28,8127
13.38,8096
13.48,8066
13.58,8036
13.68,8006
13.78,7976
13.89,7946
13.99,7917
14.09,7887
14.19,7858
14.29,7829
14.39,7801
14.49,7772
14.59,7744
14.7,7716
14.8,7688
14.9,7660
15.0,7632
