price,trade_size
7.0,7606
7.16,7559
7.32,7512
7.48,7464
7.64,7417
7.8,7370
7.96,7323
8.12,7276
8.28,7230
8.44,7183
8.6,7137
8.76,7091
8.92,7045
9.08,7000
9.24,6955
9.4,6910
9.56,6865
9.72,6821
9.88,6778
10.04,6734
10.2,6691
10.36,6649
10.52,6607
10.68,6565
10.84,6524
11.0,6483
11.16,6443
11.32,6403
11.48,6363
11.64,6324
11.8,6286
11.96,6247
12.12,6210
12.28,6172
12.44,6135
12.6,6099
12.76,6063
12.92,6027
13.08,5992
13.24,5957
13.4,5923
13.56,5889
13.72,5855
13.88,5822
14.04,5789
14.2,5757
14.36,5725
14.52,5693
14.68,5662
14.84,5631
15.0,5601
