price,trade_size
7.0,8371
7.16,8303
7.31,8236
7.47,8169
7.63,8104
7.78,8038
7.94,7974
8.1,7910
8.25,7847
8.41,7785
8.57,7724
8.73,7663
8.88,7603
9.04,7544
9.2,7486
9.35,7429
9.51,7373
9.67,7317
9.82,7262
9.98,7209
10.14,7155
10.29,7103
10.45,7052
10.61,7001
10.76,6951
10.92,6902
11.08,6853
11.24,6806
11.39,6759
11.55,6712
11.71,6667
11.86,6622
12.02,6578
12.18,6534
12.33,6491
12.49,6449
12.65,6407
12.8,6366
12.96,6325
13.12,6285
13.27,6246
13.43,6207
13.59,6169
13.75,6131
13.9,6094
14.06,6057
14.22,6021
14.37,5985
14.53,5950
14.69,5915
14.84,5880
15.0,5847
