price,trade_size
7.0,11662
7.08,11621
7.17,11580
7.25,11539
7.33,11499
7.42,11458
7.5,11418
7.58,11378
7.67,11338
7.75,11298
7.83,11258
7.92,11218
8.0,11178
8.08,11139
8.17,11099
8.25,11060
8.33,11021
8.42,10982
8.5,10943
8.58,10904
8.67,10866
8.75,10827
8.83,10789
8.92,10751
9.0,10713
9.08,10675
9.17,10638
9.25,10600
9.33,10563
9.42,10526
9.5,10489
9.58,10452
9.67,10415
9.75,10379
9.83,10343
9.92,10307
10.0,10271
10.08,10235
10.17,10199
10.25,10164
10.33,10128
10.42,10093
10.5,10058
10.58,10024
10.67,9989
10.75,9955
10.83,9920
10.92,9886
11.0,9853
11.08,9819
11.17,9785
11.25,9752
11.33,9719
11.42,9686
11.5,9653
11.58,9620
11.67,9588
11.75,9555
11.83,9523
11.92,9491
12.0,9459
12.08,9428
12.17,9396
12.25,9365
12.33,9334
12.42,9303
12.5,9272
12.58,9241
12.67,9211
12.75,9180
12.83,9150
12.92,9120
13.0,9090
13.08,9061
13.17,9031
13.25,9002
13.33,8973
13.42,8943
13.5,8915
13.58,8886
13.67,8857
13.75,8829
13.83,8801
13.92,8772
14.0,8744
14.08,8717
14.17,8689
14.25,8661
14.33,8634
14.42,8607
14.5,8580
14.58,8553
14.67,8526
14.75,8499
14.83,8473
14.92,8446
15.0,8420
