price,trade_size
7.0,8906
7.14,8861
7.29,8816
7.43,8772
7.57,8727
7.71,8682
7.86,8638
8.0,8593
8.14,8549
8.29,8505
8.43,8461
8.57,8417
8.71,8373
8.86,8329
9.0,8286
9.14,8242
9.29,8199
9.43,8156
9.57,8114
9.71,8071
9.86,8029
10.0,7987
10.14,7945
10.29,7904
10.43,7863
10.57,7822
10.71,7781
10.86,7741
11.0,7701
11.14,7661
11.29,7621
11.43,7582
11.57,7543
11.71,7505
11.86,7466
12.0,7428
12.14,7391
12.29,7353
12.43,7316
12.57,7279
12.71,7243
12.86,7207
13.0,7171
13.14,7135
13.29,7100
13.43,7065
13.57,7030
13.71,6996
13.86,6962
14.0,6928
14.14,6895
14.29,6861
14.43,6828
14.57,6796
14.71,6763
14.86,6731
15.0,6700
