price,trade_size
7.0,8526
7.14,8467
7.29,8409
7.43,8351
7.57,8294
7.71,8237
7.86,8180
8.0,8124
8.14,8068
8.29,8013
8.43,7959
8.57,7905
8.71,7851
8.86,7798
9.0,7746
9.14,7694
9.29,7643
9.43,7592
9.57,7542
9.71,7492
9.86,7443
10.0,7395
10.14,7347
10.29,7300
10.43,7254
10.57,7208
10.71,7162
10.86,7118
11.0,7073
11.14,7030
11.29,6986
11.43,6944
11.57,6902
11.71,6860
11.86,6819
12.0,6779
12.14,6739
12.29,6699
12.43,6660
12.57,6622
12.71,6584
12.86,6546
13.0,6509
13.14,6472
13.29,6436
13.43,6400
13.57,6365
13.71,6330
13.86,6296
14.0,6262
14.14,6228
14.29,6195
14.43,6162
14.57,6129
14.71,6097
14.86,6065
15.0,6034
