price,trade_size
7.0,11224
7.1,11178
7.2,11132
7.3,11086
7.4,11040
7.5,10995
7.6,10949
7.7,10904
7.8,10859
7.9,10814
8.0,10769
8.1,10724
8.2,10680
8.3,10635
8.4,10591
8.5,10547
8.6,10503
8.7,10460
8.8,10416
8.9,10373
9.0,10330
9.1,10287
9.2,10244
9.3,10202
9.4,10160
9.5,10118
9.6,10076
9.7,10035
9.8,9993
9.9,9952
10.0,9911
10.1,9871
10.2,9830
10.3,9790
10.4,9750
10.5,9710
10.6,9671
10.7,9632
10.8,9593
10.9,9554
11.0,9515
11.1,9477
11.2,9439
11.3,9401
11.4,9363
11.5,9326
11.6,9289
11.7,9252
11.8,9215
11.9,9179
12.0,9142
12.1,9106
12.2,9070
12.3,9035
12.4,8999
12.5,8964
12.6,8929
12.7,8895
12.8,8860
12.9,8826
13.0,8792
13.1,8758
13.2,8725
13.3,8691
13.4,8658
13.5,8625
13.6,8592
13.7,8560
13.8,8527
13.9,8495
14.0,8463
14.1,8432
14.2,8400
14.3,8369
14.4,8338
14.5,8307
14.6,8276
14.7,8246
14.8,8215
14.9,8185
15.0,8155
