price,trade_size
7.0,8455
7.14,8397
7.29,8340
7.43,8282
7.57,8226
7.71,8169
7.86,8113
8.0,8057
8.14,8002
8.29,7947
8.43,7893
8.57,7839
8.71,7786
8.86,7734
9.0,7682
9.14,7630
9.29,7580
9.43,7529
9.57,7480
9.71,7431
9.86,7382
10.0,7334
10.14,7287
10.29,7240
10.43,7194
10.57,7148
10.71,7103
10.86,7059
11.0,7015
11.14,6972
11.29,6929
11.43,6887
11.57,6845
11.71,6804
11.86,6763
12.0,6723
12.14,6683
12.29,6644
12.43,6606
12.57,6567
12.71,6530
12.86,6492
13.0,6456
13.14,6419
13.29,6383
13.43,6348
13.57,6313
13.71,6278
13.86,6244
14.0,6210
14.14,6177
14.29,6144
14.43,6111
14.57,6079
14.71,6047
14.86,6016
15.0,5985
