price,trade_size
7.0,11871
7.08,11830
7.16,11789
7.24,11747
7.33,11706
7.41,11665
7.49,11624
7.57,11584
7.65,11543
7.73,11502
7.82,11462
7.9,11421
7.98,11381
8.06,11341
8.14,11301
8.22,11262
8.31,11222
8.39,11182
8.47,11143
8.55,11104
8.63,11065
8.71,11026
8.8,10987
8.88,10949
8.96,10910
9.04,10872
9.12,10834
9.2,10796
9.29,10758
9.37,10721
9.45,10683
9.53,10646
9.61,10609
9.69,10572
9.78,10535
9.86,10499
9.94,10462
10.02,10426
10.1,10390
10.18,10354
10.27,10319
10.35,10283
10.43,10248
10.51,10212
10.59,10177
10.67,10143
10.76,10108
10.84,10073
10.92,10039
11.0,10005
11.08,9971
11.16,9937
11.24,9904
11.33,9870
11.41,9837
11.49,9804
11.57,9771
11.65,9738
11.73,9706
11.82,9673
11.9,9641
11.98,9609
12.06,9577
12.14,9545
12.22,9514
12.31,9482
12.39,9451
12.47,9420
12.55,9389
12.63,9358
12.71,9328
12.8,9297
12.88,9267
12.96,9237
13.04,9207
13.12,9177
13.2,9148
13.29,9118
13.37,9089
13.45,9060
13.53,9031
13.61,9002
13.69,8973
13.78,8945
13.86,8916
13.94,8888
14.02,8860
14.1,8832
14.18,8804
14.27,8777
14.35,8749
14.43,8722
14.51,8695
14.59,8668
14.67,8641
14.76,8614
14.84,8587
14.92,8561
15.0,8534
