price,trade_size
7.0,7890
7.17,7841
7.34,7792
7.51,7742
7.68,7693
7.85,7644
8.02,7595
8.19,7546
8.36,7497
8.53,7448
8.7,7400
8.87,7352
9.04,7304
9.21,7256
9.38,7209
9.55,7162
9.72,7115
9.89,7069
10.06,7023
10.23,6978
10.4,6932
10.57,6888
10.74,6843
10.91,6800
11.09,6756
11.26,6713
11.43,6671
11.6,6628
11.77,6587
11.94,6546
12.11,6505
12.28,6464
12.45,6425
12.62,6385
12.79,6346
12.96,6308
13.13,6269
13.3,6232
13.47,6195
13.64,6158
13.81,6121
13.98,6085
14.15,6050
14.32,6015
14.49,5980
14.66,5946
14.83,5912
15.0,5878
