price,trade_size
7.0,8516
7.15,8457
7.29,8397
7.44,8339
7.58,8280
7.73,8222
7.87,8165
8.02,8108
8.16,8051
8.31,7995
8.45,7940
8.6,7885
8.75,7830
8.89,7777
9.04,7724
9.18,7671
9.33,7619
9.47,7568
9.62,7517
9.76,7467
9.91,7417
10.05,7368
10.2,7320
10.35,7272
10.49,7225
10.64,7179
10.78,7133
10.93,7088
11.07,7043
11.22,6999
11.36,6955
11.51,6912
11.65,6870
11.8,6828
11.95,6786
12.09,6745
12.24,6705
12.38,6665
12.53,6626
12.67,6587
12.82,6549
12.96,6511
13.11,6474
13.25,6437
13.4,6400
13.55,6364
13.69,6329
13.84,6294
13.98,6259
14.13,6224
14.27,6191
14.42,6157
14.56,6124
14.71,6091
14.85,6059
15.0,6027
