price,trade_size
7.0,9324
7.14,9279
7.27,9234
7.41,9190
7.54,9145
7.68,9101
7.81,9056
7.95,9012
8.08,8968
8.22,8923
8.36,8879
8.49,8835
8.63,8792
8.76,8748
8.9,8705
9.03,8661
9.17,8618
9.31,8575
9.44,8533
9.58,8490
9.71,8448
9.85,8406
9.98,8364
10.12,8323
10.25,8281
10.39,8240
10.53,8200
10.66,8159
10.8,8119
10.93,8079
11.07,8039
11.2,8000
11.34,7960
11.47,7921
11.61,7883
11.75,7844
11.88,7806
12.02,7769
12.15,7731
12.29,7694
12.42,7657
12.56,7620
12.69,7584
12.83,7548
12.97,7512
13.1,7476
13.24,7441
13.37,7406
13.51,7371
13.64,7337
13.78,7302
13.92,7269
14.05,7235
14.19,7202
14.32,7168
14.46,7136
14.59,7103
14.73,7071
14.86,7039
15.0,7007
