price,trade_size
7.0,8414
7.16,8347
7.31,8281
7.47,8215
7.63,8150
7.78,8085
7.94,8021
8.1,7958
8.25,7895
8.41,7834
8.57,7773
8.73,7713
8.88,7653
9.04,7595
9.2,7537
9.35,7480
9.51,7424
9.67,7368
9.82,7314
9.98,7260
10.14,7207
10.29,7155
10.45,7103
10.61,7053
10.76,7003
10.92,6954
11.08,6905
11.24,6857
11.39,6810
11.55,6764
11.71,6718
11.86,6673
12.02,6629
12.18,6585
12.33,6542
12.49,6500
12.65,6458
12.8,6417
12.96,6376
13.12,6336
13.27,6297
13.43,6258
13.59,6219
13.75,6181
13.9,6144
14.06,6107
14.22,6071
14.37,6035
14.53,5999
14.69,5964
14.84,5930
15.0,5895
