price,trade_size
7.0,8799
7.13,8753
7.26,8707
7.39,8661
7.52,8615
7.66,8569
7.79,8523
7.92,8478
8.05,8433
8.18,8387
8.31,8342
8.44,8298
8.57,8253
8.7,8209
8.84,8165
8.97,8121
9.1,8078
9.23,8035
9.36,7992
9.49,7949
9.62,7907
9.75,7865
9.89,7823
10.02,7782
10.15,7741
10.28,7700
10.41,7660
10.54,7619
10.67,7580
10.8,7540
10.93,7501
11.07,7462
11.2,7424
11.33,7386
11.46,7348
11.59,7311
11.72,7274
11.85,7237
11.98,7201
12.11,7165
12.25,7129
12.38,7093
12.51,7058
12.64,7024
12.77,6989
12.9,6955
13.03,6921
13.16,6888
13.3,6855
13.43,6822
13.56,6789
13.69,6757
13.82,6725
13.95,6693
14.08,6662
14.21,6631
14.34,6600
14.48,6569
14.61,6539
14.74,6509
14.87,6480
15.0,6450
