price,trade_size
7.0,7709
7.16,7658
7.33,7607
7.49,7556
7.65,7505
7.82,7454
7.98,7403
8.14,7353
8.31,7303
8.47,7253
8.63,7204
8.8,7154
8.96,7106
9.12,7057
9.29,7009
9.45,6962
9.61,6914
9.78,6868
9.94,6822
10.1,6776
10.27,6730
10.43,6686
10.59,6641
10.76,6598
10.92,6554
11.08,6511
11.24,6469
11.41,6427
11.57,6386
11.73,6345
11.9,6305
12.06,6265
12.22,6226
12.39,6187
12.55,6149
12.71,6111
12.88,6074
13.04,6037
13.2,6000
13.37,5964
13.53,5929
13.69,5894
13.86,5859
14.02,5825
14.18,5791
14.35,5758
14.51,5725
14.67,5692
14.84,5660
15.0,5628
