price,trade_size
7.0,10415
7.11,10374
7.22,10332
7.32,10291
7.43,10249
7.54,10208
7.65,10167
7.76,10125
7.86,10084
7.97,10043
8.08,10003
8.19,9962
8.3,9921
8.41,9881
8.51,9840
8.62,9800
8.73,9760
8.84,9720
8.95,9680
9.05,9640
9.16,9601
9.27,9561
9.38,9522
9.49,9483
9.59,9444
9.7,9405
9.81,9367
9.92,9329
10.03,9290
10.14,9253
10.24,9215
10.35,9177
10.46,9140
10.57,9103
10.68,9066
10.78,9029
10.89,8992
11.0,8956
11.11,8920
11.22,8884
11.32,8848
11.43,8812
11.54,8777
11.65,8742
11.76,8707
11.86,8672
11.97,8637
12.08,8603
12.19,8569
12.3,8535
12.41,8501
12.51,8468
12.62,8434
12.73,8401
12.84,8368
12.95,8335
13.05,8303
13.16,8271
13.27,8238
13.38,8207
13.49,8175
13.59,8143
13.7,8112
13.81,8081
13.92,8050
14.03,8019
14.14,7989
14.24,7958
14.35,7928
14.46,7898
14.57,7868
14.68,7839
14.78,7810
14.89,7780
15.0,7751
