price,trade_size
7.0,7833
7.16,7789
7.32,7746
7.48,7702
7.64,7658
7.8,7614
7.96,7570
8.12,7526
8.28,7483
8.44,7439
8.6,7396
8.76,7352
8.92,7309
9.08,7266
9.24,7223
9.4,7181
9.56,7138
9.72,7096
9.88,7054
10.04,7013
10.2,6971
10.36,6931
10.52,6890
10.68,6849
10.84,6809
11.0,6770
11.16,6730
11.32,6691
11.48,6653
11.64,6614
11.8,6576
11.96,6539
12.12,6501
12.28,6465
12.44,6428
12.6,6392
12.76,6356
12.92,6321
13.08,6285
13.24,6251
13.4,6216
13.56,6182
13.72,6148
13.88,6115
14.04,6082
14.2,6049
14.36,6017
14.52,5985
14.68,5953
14.84,5922
15.0,5891
