price,trade_size
7.0,6998
7.17,6957
7.35,6916
7.52,6874
7.7,6833
7.87,6791
8.04,6749
8.22,6708
8.39,6666
8.57,6624
8.74,6583
8.91,6541
9.09,6500
9.26,6459
9.43,6418
9.61,6377
9.78,6336
9.96,6296
10.13,6256
10.3,6216
10.48,6177
10.65,6138
10.83,6099
11.0,6061
11.17,6023
11.35,5985
11.52,5947
11.7,5910
11.87,5874
12.04,5837
12.22,5801
12.39,5766
12.57,5731
12.74,5696
12.91,5662
13.09,5628
13.26,5594
13.43,5561
13.61,5528
13.78,5495
13.96,5463
14.13,5431
14.3,5400
14.48,5369
14.65,5338
14.83,5308
15.0,5278
