price,trade_size
7.0,8106
7.16,8056
7.31,8006
7.47,7956
7.63,7906
7.78,7857
7.94,7807
8.1,7758
8.25,7709
8.41,7660
8.57,7611
8.73,7563
8.88,7515
9.04,7467
9.2,7420
9.35,7373
9.51,7326
9.67,7280
9.82,7234
9.98,7189
10.14,7144
10.29,7099
10.45,7055
10.61,7011
10.76,6968
10.92,6925
11.08,6883
11.24,6841
11.39,6799
11.55,6758
11.71,6717
11.86,6677
12.02,6637
12.18,6598
12.33,6559
12.49,6520
12.65,6482
12.8,6445
12.96,6407
13.12,6371
13.27,6334
13.43,6298
13.59,6263
13.75,6228
13.9,6193
14.06,6159
14.22,6125
14.37,6091
14.53,6058
14.69,6025
14.84,5993
15.0,5961
