price,trade_size
7.0,8663
7.14,8613
7.28,8564
7.41,8514
7.55,8465
7.69,8415
7.83,8366
7.97,8317
8.1,8269
8.24,8220
8.38,8172
8.52,8125
8.66,8077
8.79,8030
8.93,7983
9.07,7937
9.21,7890
9.34,7845
9.48,7799
9.62,7754
9.76,7709
9.9,7665
10.03,7621
10.17,7578
10.31,7535
10.45,7492
10.59,7450
10.72,7408
10.86,7366
11.0,7325
11.14,7284
11.28,7244
11.41,7204
11.55,7165
11.69,7126
11.83,7087
11.97,7049
12.1,7011
12.24,6973
12.38,6936
12.52,6899
12.66,6863
12.79,6827
12.93,6791
13.07,6756
13.21,6721
13.34,6687
13.48,6653
13.62,6619
13.76,6585
13.9,6552
14.03,6519
14.17,6487
14.31,6455
14.45,6423
14.59,6391
14.72,6360
14.86,6329
15.0,6299
