price,trade_size
7.0,7866
7.15,7821
7.3,7776
7.44,7730
7.59,7685
7.74,7639
7.89,7594
8.04,7549
8.19,7504
8.33,7459
8.48,7415
8.63,7371
8.78,7326
8.93,7283
9.07,7239
9.22,7196
9.37,7153
9.52,7110
9.67,7068
9.81,7026
9.96,6984
10.11,6943
10.26,6902
10.41,6861
10.56,6821
10.7,6781
10.85,6742
11.0,6703
11.15,6664
11.3,6626
11.44,6588
11.59,6550
11.74,6513
11.89,6476
12.04,6440
12.19,6404
12.33,6368
12.48,6333
12.63,6298
12.78,6264
12.93,6230
13.07,6196
13.22,6163
13.37,6130
13.52,6097
13.67,6065
13.81,6033
13.96,6001
14.11,5970
14.26,5939
14.41,5908
14.56,5878
14.7,5848
14.85,5818
15.0,5789
