price,trade_size
7.0,7260
7.18,7216
7.36,7172
7.53,7127
7.71,7083
7.89,7039
8.07,6994
8.24,6950
8.42,6905
8.6,6861
8.78,6817
8.96,6773
9.13,6729
9.31,6685
9.49,6641
9.67,6598
9.84,6555
10.02,6513
10.2,6470
10.38,6428
10.56,6387
10.73,6345
10.91,6304
11.09,6264
11.27,6223
11.44,6184
11.62,6144
11.8,6105
11.98,6066
12.16,6028
12.33,5990
12.51,5953
12.69,5916
12.87,5879
13.04,5843
13.22,5807
13.4,5772
13.58,5737
13.76,5703
13.93,5669
14.11,5635
14.29,5601
14.47,5569
14.64,5536
14.82,5504
15.0,5472
