price,trade_size
7.0,10745
7.09,10704
7.19,10663
7.28,10623
7.37,10582
7.47,10542
7.56,10502
7.65,10461
7.74,10421
7.84,10381
7.93,10342
8.02,10302
8.12,10262
8.21,10223
8.3,10184
8.4,10145
8.49,10106
8.58,10067
8.67,10028
8.77,9990
8.86,9951
8.95,9913
9.05,9875
9.14,9837
9.23,9800
9.33,9762
9.42,9725
9.51,9688
9.6,9651
9.7,9614
9.79,9578
9.88,9541
9.98,9505
10.07,9469
10.16,9433
10.26,9398
10.35,9362
10.44,9327
10.53,9292
10.63,9257
10.72,9222
10.81,9188
10.91,9153
11.0,9119
11.09,9085
11.19,9052
11.28,9018
11.37,8985
11.47,8952
11.56,8919
11.65,8886
11.74,8853
11.84,8821
11.93,8789
12.02,8757
12.12,8725
12.21,8694
12.3,8662
12.4,8631
12.49,8600
12.58,8569
12.67,8538
12.77,8508
12.86,8478
12.95,8447
13.05,8417
13.14,8388
13.23,8358
13.33,8329
13.42,8300
13.51,8270
13.6,8242
13.7,8213
13.79,8184
13.88,8156
13.98,8128
14.07,8100
14.16,8072
14.26,8044
14.35,8017
14.44,7990
14.53,7962
14.63,7935
14.72,7908
14.81,7882
14.91,7855
15.0,7829
