price,trade_size
7.0,9112
7.13,9072
7.25,9032
7.38,8992
7.51,8952
7.63,8912
7.76,8872
7.89,8832
8.02,8792
8.14,8753
8.27,8713
8.4,8673
8.52,8634
8.65,8595
8.78,8555
8.9,8516
9.03,8477
9.16,8438
9.29,8400
9.41,8361
9.54,8323
9.67,8285
9.79,8247
9.92,8209
10.05,8171
10.17,8134
10.3,8097
10.43,8060
10.56,8023
10.68,7986
10.81,7950
10.94,7914
11.06,7878
11.19,7842
11.32,7807
11.44,7771
11.57,7736
11.7,7701
11.83,7667
11.95,7632
12.08,7598
12.21,7564
12.33,7531
12.46,7497
12.59,7464
12.71,7431
12.84,7398
12.97,7366
13.1,7334
13.22,7302
13.35,7270
13.48,7238
13.6,7207
13.73,7176
13.86,7145
13.98,7114
14.11,7084
14.24,7054
14.37,7024
14.49,6994
14.62,6964
14.75,6935
14.87,6906
15.0,6877
