price,trade_size
7.0,7750
7.17,7698
7.33,7645
7.5,7593
7.67,7541
7.83,7489
8.0,7437
8.17,7385
8.33,7334
8.5,7283
8.67,7232
8.83,7182
9.0,7132
9.17,7082
9.33,7033
9.5,6984
9.67,6936
9.83,6888
10.0,6841
10.17,6794
10.33,6748
10.5,6702
10.67,6657
10.83,6612
11.0,6568
11.17,6524
11.33,6481
11.5,6438
11.67,6396
11.83,6355
12.0,6314
12.17,6273
12.33,6233
12.5,6194
12.67,6155
12.83,6116
13.0,6078
13.17,6041
13.33,6004
13.5,5967
13.67,5931
13.83,5895
14.0,5860
14.17,5825
14.33,5791
14.5,5757
14.67,5724
14.83,5691
15.0,5658
