price,trade_size
7.0,7533
7.18,7485
7.36,7437
7.53,7388
7.71,7340
7.89,7292
8.07,7244
8.24,7196
8.42,7148
8.6,7100
8.78,7052
8.96,7005
9.13,6958
9.31,6911
9.49,6864
9.67,6818
9.84,6772
10.02,6726
10.2,6681
10.38,6637
10.56,6592
10.73,6548
10.91,6505
11.09,6462
11.27,6419
11.44,6377
11.62,6335
11.8,6294
11.98,6253
12.16,6213
12.33,6173
12.51,6133
12.69,6095
12.87,6056
13.04,6018
13.22,5980
13.4,5943
13.58,5907
13.76,5870
13.93,5834
14.11,5799
14.29,5764
14.47,5730
14.64,5696
14.82,5662
15.0,5629
