price,trade_size
7.0,7663
7.17,7611
7.35,7559
7.52,7507
7.7,7456
7.87,7404
8.04,7353
8.22,7302
8.39,7251
8.57,7200
8.74,7149
8.91,7099
9.09,7049
9.26,7000
9.43,6951
9.61,6903
9.78,6854
9.96,6807
10.13,6760
10.3,6713
10.48,6667
10.65,6621
10.83,6576
11.0,6531
11.17,6487
11.35,6443
11.52,6400
11.7,6357
11.87,6315
12.04,6274
12.22,6232
12.39,6192
12.57,6152
12.74,6112
12.91,6073
13.09,6035
13.26,5997
13.43,5959
13.61,5922
13.78,5885
13.96,5849
14.13,5814
14.3,5778
14.48,5744
14.65,5709
14.83,5675
15.0,5642
