price,trade_size
7.0,8916
7.15,8870
7.29,8824
7.44,8779
7.58,8733
7.73,8688
7.87,8642
8.02,8597
8.16,8552
8.31,8507
8.45,8462
8.6,8417
8.75,8372
8.89,8328
9.04,8283
9.18,8239
9.33,8195
9.47,8152
9.62,8108
9.76,8065
9.91,8022
10.05,7980
10.2,7937
10.35,7895
10.49,7853
10.64,7812
10.78,7770
10.93,7729
11.07,7689
11.22,7648
11.36,7608
11.51,7568
11.65,7529
11.8,7490
11.95,7451
12.09,7412
12.24,7374
12.38,7336
12.53,7298
12.67,7261
12.82,7224
12.96,7188
13.11,7151
13.25,7115
13.4,7079
13.55,7044
13.69,7009
13.84,6974
13.98,6940
14.13,6905
14.27,6872
14.42,6838
14.56,6805
14.71,6772
14.85,6739
15.0,6707
